text,rating,brand,reviewer,variant
"barang sudah sampai, bahannya tipis, bukan ori, nerawang kayak baju partai, ga worthit harga segitu..sorry",3,3second,Anonim,Black - S
"Kualitas produk: Kain nya bagus, bb 53 tb 171 size S, pas di badan, warna nya jg bagus",5,3second,Anonim,Blue - S
"Barang bagus, cocok di pake bahan adem gk panas bagus pokoknya
Kualitas produk: 100%",5,3second,Anonim,Blue - L
Bagus next pesan lagi,5,3second,Anonim,Blue - L
"Bagus bnget, sesuai realpicknya, next order lagi😍😍",4,3second,Anonim,Blue - L
Kualitas produk: Bagus sesuai gambar.kualitas 3second mmg bagus,5,3second,Anonim,Black - M
Bagus sesuai pesanan mantap udah beberapa kali pesen di toko ini,5,3second,Anonim,Blue - L
Alhamdulillah barangnya udah sampe👍🏻👍🏻👍🏻,5,3second,Anonim,Blue - M
"Salah satu brand terbaik di Indonesia, tdk diragukan lagi. Thanks seller. Terbaik",5,3second,Anonim,Blue - L
Mantap sesuai depkripsi bahannya bagus nyaman di pakai next order lagi🤙🙏,5,3second,Anonim,Blue - S
Ud ga diragukan lg beli disni. Bahannya nyaman enak dipakai.. dpt harga promo pula. Ud repeat order terus 🙏🏼👍,5,3second,Anonim,Blue - L
"barang sudah diterima,ori asli nyaman dan lembut di pakai",5,3second,Anonim,Blue - XL
Kualitas produk: TIPIS BANGETTT...TEMBUS PANDANG HA HA HA 🤔🫣🧐😬😅😅🤣,1,3second,Anonim,Blue - M
Terima kasih barang sudah sampai dengan selamat....,5,3second,Anonim,Black - XL
the best bgt suka lucu keren pokoke suka suka suka bgt heee,5,3second,Anonim,Blue - S
selalu bagus dan pas 3 second selalu the best 🙏,5,3second,Anonim,Blue - XL
Bagus sesuai dengan pesanan . Pengiriman cpt 🤩,5,3second,Anonim,Black - XL
"Barang sudah datang,,Kualitas baik, ukuran pas,",5,3second,Anonim,Blue - M
Ok mantap barangnya bahan adem jahitan rapih,5,3second,Anonim,Blue - M
Ukurannya pas Berat badan < 60 kg sesuai,5,3second,Anonim,Blue - L
"Bagus bahannya adem,, dapet harga promo",5,3second,Anonim,Blue - S
"ya lumayan lah bagus
Kualitas produk: ok",5,3second,Anonim,Black - M
"baju uda sampai ,sesuai dan bahan bagus",5,3second,Anonim,Black - XL
Bagus bahannya ukuran pass suami suka,5,3second,Anonim,Black - M
Kualitas produk: Bagus tapi agak kebesaran bajunya. Sama agak kepanjangan,4,3second,Anonim,Black - L
Terimakasih ya bagus lah bahannya adem,5,3second,Anonim,Black - S
"Sesuai gambar,bahan bagus.mantap lah",5,3second,Anonim,Black - M
Kualitas produk: Bahannya kurang bagus ga sesuai sama yg di foto terlalu tipis,4,3second,Anonim,Blue - L
Nyaman lah di pakai,5,3second,Anonim,Black - S
Kualitas nya oke cuma ada noda item di gambar nya,4,3second,Anonim,Blue - S
"Bahan lembut.
Sesuai dengan difoto",5,3second,Anonim,Black - L
Ukuran pas barang kualitas bagus,5,3second,Anonim,Blue - S
keren bagus harga diskon murah,5,3second,Agi,Blue - L
Brang bagus terbaik langganan.,5,3second,Anonim,Black - S
Mantaap  banget  Kaka 👍👍,5,3second,Anonim,Blue - S
⭐️⭐️⭐️⭐️⭐️,5,3second,Anonim,Black - M
Ok mantap original 3second,5,3second,Anonim,Black - M
Kualitas produk: TERBAIKKK,5,3second,Anonim,Black - L
"Product quality: Down grade
Kecewa banget wkwkk dulu terkenal bngt 3second/greenlight QC karena barang nya oke bngt tebel adem bagus desain nya, skrng tipis mana nerawang lagi.
Gw sih kecewa bett kerah nya kek kaos murah bangke 🗿tebel bett dulu gw punya kaos merk ini kerah nya tipis enak banget",2,3second,Anonim,Black - XL
Mantappppppppppppppppppppppppppppppppp,4,3second,Anonim,Black - L
"Kualitas produk: sesuai orderan oke bagus
warna ukuran pas sekali",5,minimal,Anonim,Black - M
Bajunya tipis banget ya.  Tapi cocok dipakai,5,minimal,Anonim,M - Black
Mantap🥰🥰,5,minimal,Anonim,XL - Black
keren bahanya,5,minimal,Anonim,Black - M
"Kualitas produk: Bahan halus, flowy, tidak nerawang",5,minimal,Anonim,M - Black
Bagus lembut,5,minimal,Anonim,XL - Black
bagus semuaaa dari bahan sampe ukuran passs,5,minimal,Nuraini,S - Black
"bagus bgttt size pas sekali, sesuai",5,minimal,Anonim,L - Black
"Bahan nya adem , cuttingan nya 👍",5,minimal,Anonim,Black - L
Kualitas produk: Bagusss bangettt,5,minimal,Anonim,Black - M
Bahan nyaman dan tidak tipis,5,minimal,Anonim,S - Black
Kualitas produk: baguss,5,minimal,Anonim,XXL - Black
Kualitas produk: Bagus,5,minimal,Anonim,L - Black
Kualitas produk: Bagua,5,minimal,Anonim,Black - XL
Baguuuuus banget,5,minimal,Anonim,Black - L
Bagus banget,5,minimal,Anonim,Black - XL
Bahannya adem,5,minimal,Anonim,Black - XL
Bahan nya tipis beda bgt sama yg sebelum nya,3,minimal,Anonim,M - Black
Bagus ...,5,minimal,Anonim,Black - L
Kualitas produk: Biasa,4,minimal,Anonim,Black - M
Mantap,5,minimal,Anonim,Black - M
Bgs,5,minimal,Anonim,Black - L
Bagus,5,minimal,Anonim,S - Black
bagus,5,minimal,Anonim,Black - L
Bahan adem,5,minimal,Anonim,XL - Black
Good,5,minimal,Anonim,Black - M
Baik,3,minimal,Anonim,M - Black
"Bagus, adem",5,minimal,Anonim,M - Black
Bagus skali,5,minimal,Anonim,S - Black
Baguuussss,5,minimal,Anonim,S - Black
"Kali ketiga beli produk Eiger disini. Dikirim dengan aman & proses pengiriman cepat. Produk juga bagus memuaskan. Warnanya bagus sesuai, pegangannya kuat & dalamnya juga bahus. Terima kasih.",5,eiger,Anonim,Green
"Capacity: Good
Material: Bagus
Quality of work: The Best
Characteristics: Baik
Barang nya bagus dan sesuai dengan yang dipesan , semoga awet.",5,eiger,Anonim,Green
"Kapasitas: muat banyak, muat laptop juga yg pastinya
Bahan: bagusss, insyaallah awet tahan lama
Kualitas pengerjaan: mantulll",5,eiger,Anonim,Brown (1.0)
"Semoga awet, tapi tasnya ternyata kecil... Terima kasih 🙏🏻",5,eiger,Anonim,Brown (1.0)
"Kapasitas: 15 L lumayanlah
Kualitas pengerjaan: Rapi
Sesuai dengan harga",5,eiger,Anonim,Wine (1.0)
Tasnya bagus dan super nyaman pas buat anak SD,5,eiger,Anonim,Terracotta
"Kualitas baik, dapat harga lumayan jauh dr harga tag.nya, prosesnya agak lama tapi, pengiriman cukup cepat",5,eiger,Anonim,Green
"bgss bgt plis sukaa
Kapasitas: muatt banyak
Bahan: bagus lembut
Kualitas pengerjaan: rapii",5,eiger,Anonim,Pink (1.0)
Barang sesuai gambar baik dan pengiriman juga cepatt,5,eiger,Anonim,Cream
"Kapasitas: muattt banyakkkkjjkk
Bahan: bagusssss
Kualitas pengerjaan: sesuaiiii deskripsi",5,eiger,Anonim,Pink (1.0)
"BAGUSS BANGET SUKAKK🫰🏻🫰🏻
Kirain warnanya gaakan semenyala ituu, soalnya di pict juga ngga keliatan, ternyata terang bangett coii, tapi gpp i like it👀🤍🤏🏻",5,eiger,Anonim,Light Green (1.0)
baik baramg bgussss bhn okeeee,5,eiger,Anonim,Light Green (1.0)
"Kapasitas: Bagus
Bahan: Bagus juga jaitan nya juga rapih
Kualitas pengerjaan: Rapih
Pokoknya bagusss kalau eiger mah saya di toko ini udah berlangganan selalu beli",5,eiger,Anonim,Cream
Wah keren anakku suka buat sekolah ya.. Ada tempat botol minum didalam atau bisa buat tempat naruh payung.. Dapet harga diskon jadi 206k..makasih semoga awet tas nya..,5,eiger,Anonim,Green
"Kapasitas: tas tidak terlalu keliatan besar jadi bisa pd, utk kapasitas bisa muat banyak
Bahan: bahan bagus dan sangat memuaskan",5,eiger,Anonim,Light Green (1.0)
"Kapasitas: Muat banyak dan tidak cacat
Bahan: Lembut
Kualitas pengerjaan: Sangat oke",5,eiger,Anonim,Brown (1.0)
"Barangnya bagus. Cuma agak kaku aja. Laptop 14"" bisa masuk ya cuma bagian yg lainnya kecil aja. Tp soso lah ya. Bagus. Eiger mantap",5,eiger,Anonim,Green
"Barang bagus, pengiriman cepat ..pokoknya amanag bgt.",5,eiger,Anonim,Green
Alhamdulillah paket sudah sampai dengab selamat. Barang ori. Makasih seller,5,eiger,Anonim,Cream
"datang nya tepat waktu dan juga barang nya sampai sesuai yang di foto,terima kasih🙏",5,eiger,Anonim,Cream
Ok semua klo produk Eiger sudah tidak perlu diragukan lagi,5,eiger,Anonim,Green
"Kapasitas: Muat banyak
Bahan: Bahannya bagus
The best",5,eiger,Anonim,Green
"Kapasitas: Bagus
Bahan: Bagus juga",5,eiger,Anonim,Pink (1.0)
sudah sampai,5,eiger,Anonim,Terracotta
"Kapasitas: Pas banget buat kuliah, ga terlalu besar/kecil.
Bahan: Lapisan dalamnya dari bahan daur ulang, dan justru bagus banget
Kualitas pengerjaan: Packagingnya aman banget",5,eiger,Anonim,Light Brown (1.0)
"Kapasitas: ini cocok banget buat pekerja
Kualitas pengerjaan: resleting ga macet udah gong dehh
Bahan: cukup oke utk harga segitu good job!",5,eiger,Anonim,Cream
"aku kira kecill ternyata ngga, kapasitas nya banyak, ga berat, ga bikin bahu sakitt",5,eiger,Anonim,Green
"Kapasitas: Cukup
Bahan: Bagus
Kualitas pengerjaan: Oke banget
Packing aman dan rapi
Pengiriman cepat",5,eiger,Anonim,Light Green (1.0)
"Kapasitas: Besar
Bahan: Oke
Kualitas pengerjaan: Rapi
Karakteristik: Cream
Bagus bgt tas eiger, kualitasnya gausah dipertanyakan lg",5,eiger,Anonim,Cream
"Kapasitas: Muat banyak, laptop 14 inc masuk
Bahan: Baguss, mudah dibersihkan jugaaa
Kualitas pengerjaan: Rapi pol",5,eiger,Anonim,Pink (1.0)
"Kapasitas: 10 l
Bahan: kanbas
Kualitas pengerjaan: jahitan rapi, sederhana tapi kuat
sudah punya merk serupa makanya mau beli lagi, semoga sama awetnya seperti yang dulu",5,eiger,Anonim,Brown (1.0)
"Kapasitas: muat banyakk
Bahan: teball kuat
Kualitas pengerjaan: rapii
ukuran 15L, sesuai dengab yg di deskripsi",5,eiger,Anonim,Brown (1.0)
"Kapasitas: Pas
Bahan: Bagus
Kualitas pengerjaan: Bagus
Bagus banget, bahan bagus, besarnya juga pas, cocok dipakai untuk ke kantor/ngampus",5,eiger,Anonim,Brown (1.0)
"Kapasitas cukup u laptop
Bahan premium
Kualitas pengerjaan rapi",5,eiger,Anonim,Green
Warnanyaa cantik ukurannya juga pas untuk anak sd kelas 3 dan diaa sukaaa,5,eiger,Anonim,Terracotta
Selalu puas dg produk eiger...udah kesekian kalinya..rekomended..semoga awet yach..alhamdulillah muat buat laptop..dr kmrin agak ragu muat apa engga,5,eiger,Anonim,Terracotta
"Pernah punya tas eiger sebelum nya bbrp th yg lalu, emang kualitas tdk diragukan lg, awet, jahitan kuat. Moga yg baru ini kualitas sama sama bagus",5,eiger,Anonim,Cream
"Real pict warnanya sesuai
Kapasitas: Cukup besar muat buat laptop 14 inchi",5,eiger,Anonim,Cream
Ukurannya pas banget untuk di pake sehari hari. Warnanya juga soft cocok untuk cewek².,5,eiger,Anonim,Cream
"bagus banget. suka warnanya, dapat harga diskon gede juga. gak sabar mau pake",5,eiger,Anonim,Green
"Selalu percaya dengan produk Eiger, awet, kuat dan fashionable",5,eiger,Anonim,Cream
"Realpict bagus bgt
Kapasitas: Ok
Bahan: Ok
Kualitas pengerjaan: Ok",5,eiger,Anonim,Cream
"Kapasitas: Cukup besar utk anak SD
Bahan: Bagus
Kualitas pengerjaan: Baik",5,eiger,Anonim,Terracotta
"Bahan bagus, ukuran pas, warna baby pink.. cocok untuk sekolah anak",5,eiger,Anonim,Pink (1.0)
"Kualitas baguss, cocok untuk tas sekolah atau traveling",5,eiger,Anonim,Jet Black (1.0)
"Kapasitas: Pas buat ukuran anak sekolah
Bahan: Bagus sesuai",5,eiger,Anonim,Pink (1.0)
"bagus 👍🏻👍🏻
Kualitas pengerjaan: rapi banget
Kapasitas: besar
Bahan: mantap",5,eiger,Anonim,Brown (1.0)
"Kapasitas: Banyak ya, cukup besar
Bahan: Kanvas
Kualitas pengerjaan: Baik",5,eiger,Anonim,Brown (1.0)
"Barang mendarat dengan utuh dan selamat,barang bagus tidak diragukan lagi",5,eiger,Anonim,Terracotta
bagus bagus keren bgtu warna coklat,5,eiger,Anonim,Brown (1.0)
Aku kya nya udh keracunan eiger deh awl y cuma ikut2an kaka doank pke eiger eh malah ke tagihn mana ini tas y lucu lgi fto y sma realpick thnkss eigerrr,5,eiger,Anonim,Cream
Produk bagus dan Original. Bisa dipercaya responsif 👍👍👍👍👍,5,eiger,Anonim,Terracotta
barangnya sd du terima alhamdulillah sesuaiii🥰😻,5,eiger,Anonim,Green
"Siiipp... Mantapz barangnya. Suka
Terima kasih toko dan kurir",5,eiger,Anonim,Green
"Kapasitas: 15 L
Bahan: Polyester
Kualitas pengerjaan: bagus",5,eiger,Anonim,Pink (1.0)
"Bagusss warnanya lucu, eiger mah kerenn👍🏼, semoga produk yg lucu” stoknya banyak🥰",5,eiger,Anonim,Pink (1.0)
"Produk sampai dengan kondisi yang baik, alhamdulillah anakku suka, semoga awet☺️",5,eiger,Anonim,Pink (1.0)
"BAGUSS BANGETT MANTEPP PINK NYA SESUAI BAHAN LUMAYAN TEBELL WORT IT BANGTTT INSYALLAH TAHUN DEPAN CHEK OUT LAGIIIEEEE, DALEM NYA MUAT BANYAK TAPI GK KELIATAN BESAR KLO DI ISI BANYAK PUNN BAGUS DAN MANTEPPP DEHH",5,eiger,Anonim,Pink (1.0)
"Pengiriman cepat, baguus. Tapi pink nya terlalu cerah",5,eiger,Anonim,Pink (1.0)
Bagus banget ...klo brand Eiger mah ga ush ragu..anak aku suka,5,eiger,Anonim,Green
"Bagus,dpt harga murah lagi pas promo,bener2 beruntung,ga usah diraguin deh klo produk eiger,bisa awet bertahun tahun pasti,,,tinggal dipakai nanti sekolah,,,,next kalau warna kuning ready mau beli lagi deh....❤️🧡💛💚💙💜🤎🖤🤍❤️🧡💛💚💙💜🤎🖤🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍",5,eiger,Anonim,Pink (1.0)
"Kapasitas: Sesuai dexkripsi, tinggal lihat liternya ajaaaa
Kualitas pengerjaan: Bagusssssss",5,eiger,Anonim,Light Green (1.0)
Barang ori..pengemasan pakai kardus..pengiriman cepat,5,eiger,Anonim,Brown (1.0)
"Capacity: ok 15l
Material: ok bagussss
Quality of work: ok baguss bangett siiiii",5,eiger,Anonim,Pink (1.0)
"Suka bangett, real pict. Pengiriman cepat. Thanks eiger🖤",5,eiger,Anonim,Brown (1.0)
"Warna suka,ukuran sedang,bagus dapat harga 200 rb",5,eiger,Anonim,Green
Sukaaa banget samaa tas nya. Muat laptop jugaa.,5,eiger,Anonim,Green
"cakepppppp bgt pas dateng,simpleee berkesann anakk ciwii bgt😻💞💞",5,eiger,Anonim,Pink (1.0)
Eiger dr jaman dlu emg udah bagus banget kualitas.nya,5,eiger,Anonim,Brown (1.0)
Kualitas bagus dan kapasitas muat untuk laptop.,5,eiger,Anonim,Cream
Warna tas nya bagusss ga norak lucuuuuu🥰🥰,5,eiger,Anonim,Green
"Capacity: 15 liter
So good, love it. Thank you",5,eiger,Anonim,Light Green (1.0)
Bagusss bgttt ⭐️⭐️⭐️⭐️⭐️,5,eiger,Anonim,Terracotta
"lucuu, sesuai ekspektasi dan luas dalemnyaa",5,eiger,Anonim,Cream
"aaa bagus banget,, warna nya pink tambah lucu",5,eiger,Anonim,Pink (1.0)
Produk eiger emang selalu bagus . Makasih ya,5,eiger,Anonim,Brown (1.0)
nyaman dan baguss bahannya,5,eiger,Anonim,Cream
"Bagus dan lucu bangett
Sesuai dengan gamba4",5,eiger,Anonim,Light Green (1.0)
Cakep banget sih kaya besar muat banyak jos,5,eiger,Anonim,Brown (1.0)
Ok mantappppppppppppppppppppppppppppppppp,5,eiger,Anonim,Green
barang sesuai dengan gambar dari warna dan juga bentuk. Untuk bahan nya itu seperti kain atau tas pada umumnya bukan yang parasut,4,eiger,Anonim,Pink (1.0)
"Kapasitas: 15l
Bahan: Kanvas
Kualitas pengerjaan: Cukup awet
Dr dlu eiger memang terkenal awetnya dan bahantahan banting",4,eiger,Anonim,Pink (1.0)
Tasnyaa bagus banget,5,eiger,Anonim,Green
"Bagus sesuai ekspektasi, rekomended si",5,eiger,Anonim,Jet Black (1.0)
"Kapasitas: Besar
Bahan: Bagus
Kualitas pengerjaan: Rapi
Karakteristik: Feminim, cocok untuk tas sekolah anak cewek",4,eiger,Anonim,Pink (1.0)
Barang bagus 100%  pengiriman cepatt,5,eiger,Anonim,Cream
mantap👍👍👍,5,eiger,Anonim,Cream
Bagus mantaaop okeeeeeeeeeeeeeeeeeee,5,eiger,Anonim,Light Brown (1.0)
Eigerrr yg kesekian kalinya😍😍,5,eiger,Anonim,Cream
"lucuu warnanyaa, bahanya juga bagus",5,eiger,Anonim,Light Green (1.0)
"Bagus, warna nya kalem, semoga awet",5,eiger,Anonim,Brown (1.0)
"Kapasitas: Besar
Bahan: Berkualitas",5,eiger,Anonim,Terracotta
Klw uda dari Eiger g usa ragu lagi,5,eiger,Anonim,Terracotta
Kapasitas: Fnhfjfnfjjjfjnfjfjjfjjf,5,eiger,Anonim,Terracotta
"Original Eiger, Rekomended Seller",5,eiger,Anonim,Green
Bagus buat anak-anak sekolah imut,5,eiger,Anonim,Light Green (1.0)
Bagus sesuai harapan tidal kecewa,5,eiger,Anonim,Brown (1.0)
"Kerennn, sesuai ekspektasi guyss",5,eiger,Anonim,Cream
Wesss lah mbuh pokoe kerenn poll,5,eiger,Anonim,Cream
Bagus dan lumayan luas dalamnya,5,eiger,Anonim,Green
"Bahan: halus lentur kuat
BAGUS",5,eiger,Anonim,Cream
Bagusss semoga awet tasnya🥰,5,eiger,Anonim,Terracotta
"Barang bagus, pengiriman cepat",5,eiger,Anonim,Cream
baguss banget sihh sukaa gituu,5,eiger,Anonim,Light Green (1.0)
barang ada sedikit kotor padahal bagus,3,eiger,Anonim,Terracotta
Bagus sesuai dengan gambar,5,eiger,Anonim,Brown (1.0)
Bahan bagus warna cantik,5,eiger,Anonim,Pink (1.0)
Matap bagus banget tasx,5,eiger,Anonim,Green
"Ori eiger, cuma sayang di bag depan hanya 1 lapis bahan, tdk ada puringnya, tp cakep kok, insyaa Allah eiger kuat  n awet",5,eiger,Anonim,Cream
